0.010000	2422	1.022709	2
0.020000	4801	1.040825	3
0.030000	7106	1.063186	4
0.040000	9203	1.078018	4
0.050000	13214	1.133722	6
0.060000	13328	1.135954	6
0.070000	16722	1.195850	7
0.080000	16750	1.194567	8
0.090000	20011	1.242866	9
0.100000	21572	1.283145	9
0.110000	21544	1.273812	10
0.120000	22851	1.309439	8
0.130000	24027	1.347401	10
0.140000	26323	1.416670	13
0.150000	27446	1.458099	13
0.160000	27492	1.459734	13
0.170000	29085	1.554994	17
0.180000	29748	1.589485	23
0.190000	29927	1.580880	15
0.200000	30808	1.702382	21
0.210000	30872	1.686901	22
0.220000	31478	1.727079	20
0.230000	32184	1.858004	21
0.240000	32235	1.865457	30
0.250000	32539	1.929008	27
0.260000	32184	2.029704	32
0.270000	32561	2.148429	28
0.280000	32396	2.243888	33
0.290000	32278	2.259186	57
0.300000	31907	2.425988	49
0.310000	31401	2.541288	49
0.320000	31637	2.525366	39
0.330000	30599	2.775254	54
0.340000	29938	2.923876	60
0.350000	30301	2.883370	70
0.360000	29031	3.166339	76
0.370000	28082	3.388897	83
0.380000	28439	3.321425	91
0.390000	27402	3.553463	75
0.400000	25542	4.021651	140
0.410000	26086	3.914629	106
0.420000	24993	4.196175	146
0.430000	23027	4.781040	148
0.440000	23085	4.775005	153
0.450000	21908	5.130181	194
0.460000	19712	5.964894	193
0.470000	20198	5.801366	251
0.480000	18780	6.410330	321
0.490000	16574	7.520997	402
0.500000	16549	7.543114	373
0.510000	15319	8.337555	814
0.520000	14095	9.225399	764
0.530000	13233	10.023728	1148
0.540000	10982	12.541704	1668
0.550000	9977	14.066453	3895
0.560000	9271	15.349154	5188
0.570000	8918	16.007738	7771
0.580000	8168	17.743143	10303
0.590000	7414	19.906393	76030
0.600000	5794	26.362616	123622
